Title,Area,Link,DirectLink
An Introduction to Soil Mechanics,Earth and Environmental Science,doi.org/10.1007/978-3-319-61185-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-61185-3
Sustainability Science,Earth and Environmental Science,doi.org/10.1007/978-94-017-7242-6,https://link.springer.com/content/pdf/10.1007%2F978-94-017-7242-6
Python For ArcGIS,Earth and Environmental Science,doi.org/10.1007/978-3-319-18398-5,https://link.springer.com/content/pdf/10.1007%2F978-3-319-18398-5
ArcGIS for Environmental and Water Issues,Earth and Environmental Science,doi.org/10.1007/978-3-319-61158-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-61158-7
System Dynamics,Economics and Finance,doi.org/10.1007/978-981-10-2045-2,https://link.springer.com/content/pdf/10.1007%2F978-981-10-2045-2
Principles of Microeconomics,Economics and Finance,doi.org/10.1007/978-3-319-57589-6,https://link.springer.com/content/pdf/10.1007%2F978-3-319-57589-6
Time Series Econometrics,Economics and Finance,doi.org/10.1007/978-3-319-32862-1,https://link.springer.com/content/pdf/10.1007%2F978-3-319-32862-1
Stochastic Processes and Calculus,Economics and Finance,doi.org/10.1007/978-3-319-23428-1,https://link.springer.com/content/pdf/10.1007%2F978-3-319-23428-1
Economics as Applied Ethics,Economics and Finance,doi.org/10.1007/978-3-319-50319-6,https://link.springer.com/content/pdf/10.1007%2F978-3-319-50319-6
Grammar for Teachers,Education,doi.org/10.1007/978-3-319-33916-0,https://link.springer.com/content/pdf/10.1007%2F978-3-319-33916-0
Writing for Publication,Education,doi.org/10.1007/978-3-319-31650-5,https://link.springer.com/content/pdf/10.1007%2F978-3-319-31650-5
Language Across the Curriculum & CLIL in English as an Additional Language (EAL) Contexts,Education,doi.org/10.1007/978-981-10-1802-2,https://link.springer.com/content/pdf/10.1007%2F978-981-10-1802-2
The A-Z of the PhD Trajectory,Education,doi.org/10.1007/978-3-319-77425-1,https://link.springer.com/content/pdf/10.1007%2F978-3-319-77425-1
Conferencing and Presentation English for Young Academics,Education,doi.org/10.1007/978-981-13-2475-8,https://link.springer.com/content/pdf/10.1007%2F978-981-13-2475-8
Research Methods for Social Justice and Equity in Education,Education,doi.org/10.1007/978-3-030-05900-2,https://link.springer.com/content/pdf/10.1007%2F978-3-030-05900-2
Educational Technology,Education,doi.org/10.1007/978-981-13-6643-7,https://link.springer.com/content/pdf/10.1007%2F978-981-13-6643-7
School Leadership and Educational Change in Singapore,Education,doi.org/10.1007/978-3-319-74746-0,https://link.springer.com/content/pdf/10.1007%2F978-3-319-74746-0
A Course in Rasch Measurement Theory,Education,doi.org/10.1007/978-981-13-7496-8,https://link.springer.com/content/pdf/10.1007%2F978-981-13-7496-8
Electrical Machines,Energy,doi.org/10.1007/978-1-4614-0400-2,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-0400-2
Energy Storage,Energy,doi.org/10.1007/978-3-319-21239-5,https://link.springer.com/content/pdf/10.1007%2F978-3-319-21239-5
Reactive Power Control in AC Power Systems,Energy,doi.org/10.1007/978-3-319-51118-4,https://link.springer.com/content/pdf/10.1007%2F978-3-319-51118-4
Energy Economics,Energy,doi.org/10.1007/978-3-662-53022-1,https://link.springer.com/content/pdf/10.1007%2F978-3-662-53022-1
Solar PV and Wind Energy Conversion Systems,Energy,doi.org/10.1007/978-3-319-14941-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-14941-7
Air Pollution and Greenhouse Gases,Energy,doi.org/10.1007/978-981-287-212-8,https://link.springer.com/content/pdf/10.1007%2F978-981-287-212-8
Energy Harvesting and Energy Efficiency,Energy,doi.org/10.1007/978-3-319-49875-1,https://link.springer.com/content/pdf/10.1007%2F978-3-319-49875-1
Energy and the Wealth of Nations,Energy,doi.org/10.1007/978-3-319-66219-0,https://link.springer.com/content/pdf/10.1007%2F978-3-319-66219-0
Building Energy Modeling with OpenStudio,Energy,doi.org/10.1007/978-3-319-77809-9,https://link.springer.com/content/pdf/10.1007%2F978-3-319-77809-9
Off-Grid Electrical Systems in Developing Countries,Energy,doi.org/10.1007/978-3-319-91890-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-91890-7
Introduction to Logic Circuits & Logic Design with VHDL,Engineering,doi.org/10.1007/978-3-319-34195-8,https://link.springer.com/content/pdf/10.1007%2F978-3-319-34195-8
Introduction to Logic Circuits & Logic Design with VHDL,Engineering,doi.org/10.1007/978-3-030-12489-2,https://link.springer.com/content/pdf/10.1007%2F978-3-030-12489-2
Fundamentals of Power Electronics,Engineering,doi.org/10.1007/b100747,https://link.springer.com/content/pdf/10.1007%2Fb100747
Intuitive Probability and Random Processes using MATLAB®️,Engineering,doi.org/10.1007/b104645,https://link.springer.com/content/pdf/10.1007%2Fb104645
Fatigue of Structures and Materials,Engineering,doi.org/10.1007/978-1-4020-6808-9,https://link.springer.com/content/pdf/10.1007%2F978-1-4020-6808-9
Fundamentals of Robotic Mechanical Systems,Engineering,doi.org/10.1007/978-3-319-01851-5,https://link.springer.com/content/pdf/10.1007%2F978-3-319-01851-5
Introduction to Logic Circuits & Logic Design with Verilog,Engineering,doi.org/10.1007/978-3-319-53883-9,https://link.springer.com/content/pdf/10.1007%2F978-3-319-53883-9
Structural Analysis,Engineering,doi.org/10.1007/978-90-481-2516-6,https://link.springer.com/content/pdf/10.1007%2F978-90-481-2516-6
Additive Manufacturing Technologies,Engineering,doi.org/10.1007/978-1-4419-1120-9,https://link.springer.com/content/pdf/10.1007%2F978-1-4419-1120-9
Engineering Electromagnetics,Engineering,doi.org/10.1007/978-3-319-07806-9,https://link.springer.com/content/pdf/10.1007%2F978-3-319-07806-9
Alternative Energy Sources,Engineering,doi.org/10.1007/978-3-642-20951-2,https://link.springer.com/content/pdf/10.1007%2F978-3-642-20951-2
"Robotics, Vision and Control",Engineering,doi.org/10.1007/978-3-319-54413-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-54413-7
Engineering Mechanics 1,Engineering,doi.org/10.1007/978-3-642-30319-7,https://link.springer.com/content/pdf/10.1007%2F978-3-642-30319-7
Thermodynamics and Energy Conversion,Engineering,doi.org/10.1007/978-3-662-43715-5,https://link.springer.com/content/pdf/10.1007%2F978-3-662-43715-5
Principles of Mobile Communication,Engineering,doi.org/10.1007/978-3-319-55615-4,https://link.springer.com/content/pdf/10.1007%2F978-3-319-55615-4
Physics of Semiconductor Devices,Engineering,doi.org/10.1007/978-1-4939-1151-6,https://link.springer.com/content/pdf/10.1007%2F978-1-4939-1151-6
Life Cycle Assessment,Engineering,doi.org/10.1007/978-3-319-56475-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-56475-3
Additive Manufacturing Technologies,Engineering,doi.org/10.1007/978-1-4939-2113-3,https://link.springer.com/content/pdf/10.1007%2F978-1-4939-2113-3
Robotics,Engineering,doi.org/10.1007/978-1-84628-642-1,https://link.springer.com/content/pdf/10.1007%2F978-1-84628-642-1
Fundamentals of Structural Engineering,Engineering,doi.org/10.1007/978-3-319-24331-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-24331-3
Electronics for Embedded Systems,Engineering,doi.org/10.1007/978-3-319-39439-8,https://link.springer.com/content/pdf/10.1007%2F978-3-319-39439-8
Practical Electrical Engineering,Engineering,doi.org/10.1007/978-3-319-21173-2,https://link.springer.com/content/pdf/10.1007%2F978-3-319-21173-2
The Finite Element Method and Applications in Engineering Using ANSYS®️,Engineering,doi.org/10.1007/978-1-4899-7550-8,https://link.springer.com/content/pdf/10.1007%2F978-1-4899-7550-8
Introduction to Embedded Systems,Engineering,doi.org/10.1007/978-1-4614-3143-5,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-3143-5
The Finite Volume Method in Computational Fluid Dynamics,Engineering,doi.org/10.1007/978-3-319-16874-6,https://link.springer.com/content/pdf/10.1007%2F978-3-319-16874-6
Statics and Mechanics of Structures,Engineering,doi.org/10.1007/978-94-007-6113-1,https://link.springer.com/content/pdf/10.1007%2F978-94-007-6113-1
"Robotics, Vision and Control",Engineering,doi.org/10.1007/978-3-642-20144-8,https://link.springer.com/content/pdf/10.1007%2F978-3-642-20144-8
Engineering Mechanics 2,Engineering,doi.org/10.1007/978-3-662-56272-7,https://link.springer.com/content/pdf/10.1007%2F978-3-662-56272-7
Fundamentals of Solid State Engineering,Engineering,doi.org/10.1007/978-3-319-75708-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-75708-7
Introduction to Digital Systems Design,Engineering,doi.org/10.1007/978-3-319-92804-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-92804-3
Internet of Things From Hype to Reality,Engineering,doi.org/10.1007/978-3-319-99516-8,https://link.springer.com/content/pdf/10.1007%2F978-3-319-99516-8
Structural Dynamics,Engineering,doi.org/10.1007/978-3-319-94743-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-94743-3
Quick Start Guide to VHDL,Engineering,doi.org/10.1007/978-3-030-04516-6,https://link.springer.com/content/pdf/10.1007%2F978-3-030-04516-6
Astronautics,Engineering,doi.org/10.1007/978-3-319-74373-8,https://link.springer.com/content/pdf/10.1007%2F978-3-319-74373-8
Quick Start Guide to Verilog,Engineering,doi.org/10.1007/978-3-030-10552-5,https://link.springer.com/content/pdf/10.1007%2F978-3-030-10552-5
Introduction to Logic Circuits & Logic Design with Verilog,Engineering,doi.org/10.1007/978-3-030-13605-5,https://link.springer.com/content/pdf/10.1007%2F978-3-030-13605-5
Handbook of the Life Course,"Humanities, Social Sciences and Law",doi.org/10.1007/b100507,https://link.springer.com/content/pdf/10.1007%2Fb100507
Handbook of Disaster Research,"Humanities, Social Sciences and Law",doi.org/10.1007/978-0-387-32353-4,https://link.springer.com/content/pdf/10.1007%2F978-0-387-32353-4
Handbook of the Sociology of Gender,"Humanities, Social Sciences and Law",doi.org/10.1007/0-387-36218-5,https://link.springer.com/content/pdf/10.1007%2F0-387-36218-5
Handbook of Sociological Theory,"Humanities, Social Sciences and Law",doi.org/10.1007/0-387-36274-6,https://link.springer.com/content/pdf/10.1007%2F0-387-36274-6
International Handbook of Historical Archaeology,"Humanities, Social Sciences and Law",doi.org/10.1007/978-0-387-72071-5,https://link.springer.com/content/pdf/10.1007%2F978-0-387-72071-5
Handbook of Quantitative Criminology,"Humanities, Social Sciences and Law",doi.org/10.1007/978-0-387-77650-7,https://link.springer.com/content/pdf/10.1007%2F978-0-387-77650-7
LGBT-Parent Families,"Humanities, Social Sciences and Law",doi.org/10.1007/978-1-4614-4556-2,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-4556-2
Statistics in Criminal Justice,"Humanities, Social Sciences and Law",doi.org/10.1007/978-1-4614-9170-5,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-9170-5
The Action Research Planner,"Humanities, Social Sciences and Law",doi.org/10.1007/978-981-4560-67-2,https://link.springer.com/content/pdf/10.1007%2F978-981-4560-67-2
Handbook of Marriage and the Family,"Humanities, Social Sciences and Law",doi.org/10.1007/978-1-4614-3987-5,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-3987-5
Optimization of Process Flowsheets through Metaheuristic Techniques,Intelligent Technologies and Robotics,doi.org/10.1007/978-3-319-91722-1,https://link.springer.com/content/pdf/10.1007%2F978-3-319-91722-1
Robotics,Intelligent Technologies and Robotics,doi.org/10.1007/978-3-319-72911-4,https://link.springer.com/content/pdf/10.1007%2F978-3-319-72911-4
Stability and Control of Linear Systems,Intelligent Technologies and Robotics,doi.org/10.1007/978-3-030-02405-5,https://link.springer.com/content/pdf/10.1007%2F978-3-030-02405-5
Control Engineering,Intelligent Technologies and Robotics,doi.org/10.1007/978-981-10-8297-9,https://link.springer.com/content/pdf/10.1007%2F978-981-10-8297-9
Control Engineering: MATLAB Exercises,Intelligent Technologies and Robotics,doi.org/10.1007/978-981-10-8321-1,https://link.springer.com/content/pdf/10.1007%2F978-981-10-8321-1
Automatic Control with Experiments,Intelligent Technologies and Robotics,doi.org/10.1007/978-3-319-75804-6,https://link.springer.com/content/pdf/10.1007%2F978-3-319-75804-6
Multimedia Big Data Computing for IoT Applications,Intelligent Technologies and Robotics,doi.org/10.1007/978-981-13-8759-3,https://link.springer.com/content/pdf/10.1007%2F978-981-13-8759-3
Correctional Counseling and Treatment,Law and Criminology,doi.org/10.1007/978-3-319-54349-9,https://link.springer.com/content/pdf/10.1007%2F978-3-319-54349-9
Taxation in European Union,Law and Criminology,doi.org/10.1007/978-3-319-53919-5,https://link.springer.com/content/pdf/10.1007%2F978-3-319-53919-5
Legal Dynamics of EU External Relations,Law and Criminology,doi.org/10.1007/978-3-662-54817-2,https://link.springer.com/content/pdf/10.1007%2F978-3-662-54817-2
Introduction to Law,Law and Criminology,doi.org/10.1007/978-3-319-57252-9,https://link.springer.com/content/pdf/10.1007%2F978-3-319-57252-9
International Humanitarian Action,Law and Criminology,doi.org/10.1007/978-3-319-14454-2,https://link.springer.com/content/pdf/10.1007%2F978-3-319-14454-2
Perspectives on Elderly Crime and Victimization,Law and Criminology,doi.org/10.1007/978-3-319-72682-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-72682-3
Criminal Justice and Mental Health,Law and Criminology,doi.org/10.1007/978-3-319-76442-9,https://link.springer.com/content/pdf/10.1007%2F978-3-319-76442-9
Fraud and Corruption,Law and Criminology,doi.org/10.1007/978-3-319-92333-8,https://link.springer.com/content/pdf/10.1007%2F978-3-319-92333-8
Policing and Minority Communities,Law and Criminology,doi.org/10.1007/978-3-030-19182-5,https://link.springer.com/content/pdf/10.1007%2F978-3-030-19182-5
Teaching Medicine and Medical Ethics Using Popular Culture,"Literature, Cultural and Media Studies",doi.org/10.1007/978-3-319-65451-5,https://link.springer.com/content/pdf/10.1007%2F978-3-319-65451-5
Empathetic Space on Screen,"Literature, Cultural and Media Studies",doi.org/10.1007/978-3-319-66772-0,https://link.springer.com/content/pdf/10.1007%2F978-3-319-66772-0
"Of Cigarettes, High Heels, and Other Interesting Things","Literature, Cultural and Media Studies",doi.org/10.1057/978-1-349-95348-6,https://link.springer.com/content/pdf/10.1057/978-1-349-95348-6
Witnessing Torture,"Literature, Cultural and Media Studies",doi.org/10.1007/978-3-319-74965-5,https://link.springer.com/content/pdf/10.1007%2F978-3-319-74965-5
Research Methods for the Digital Humanities,"Literature, Cultural and Media Studies",doi.org/10.1007/978-3-319-96713-4,https://link.springer.com/content/pdf/10.1007%2F978-3-319-96713-4
Managing Media and Digital Organizations,"Literature, Cultural and Media Studies",doi.org/10.1007/978-3-319-71288-8,https://link.springer.com/content/pdf/10.1007%2F978-3-319-71288-8
Media and Digital Management,"Literature, Cultural and Media Studies",doi.org/10.1007/978-3-319-72000-5,https://link.springer.com/content/pdf/10.1007%2F978-3-319-72000-5
"An Anthology of London in Literature, 1558-1914","Literature, Cultural and Media Studies",doi.org/10.1007/978-3-030-05609-4,https://link.springer.com/content/pdf/10.1007%2F978-3-030-05609-4
Mapping Global Theatre Histories,"Literature, Cultural and Media Studies",doi.org/10.1007/978-3-030-12727-5,https://link.springer.com/content/pdf/10.1007%2F978-3-030-12727-5
Literature and Medicine,"Literature, Cultural and Media Studies",doi.org/10.1007/978-3-030-19128-3,https://link.springer.com/content/pdf/10.1007%2F978-3-030-19128-3
Introduction to Statistics and Data Analysis,Mathematics and Statistics,doi.org/10.1007/978-3-319-46162-5,https://link.springer.com/content/pdf/10.1007%2F978-3-319-46162-5
"Brownian Motion, Martingales, and Stochastic Calculus",Mathematics and Statistics,doi.org/10.1007/978-3-319-31089-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-31089-3
Business Statistics for Competitive Advantage with Excel 2016,Mathematics and Statistics,doi.org/10.1007/978-3-319-32185-1,https://link.springer.com/content/pdf/10.1007%2F978-3-319-32185-1
All of Statistics,Mathematics and Statistics,doi.org/10.1007/978-0-387-21736-9,https://link.springer.com/content/pdf/10.1007%2F978-0-387-21736-9
Discrete Mathematics,Mathematics and Statistics,doi.org/10.1007/b97469,https://link.springer.com/content/pdf/10.1007%2Fb97469
Numerical Optimization,Mathematics and Statistics,doi.org/10.1007/978-0-387-40065-5,https://link.springer.com/content/pdf/10.1007%2F978-0-387-40065-5
Time Series Analysis,Mathematics and Statistics,doi.org/10.1007/978-0-387-75959-3,https://link.springer.com/content/pdf/10.1007%2F978-0-387-75959-3
Introductory Statistics with R,Mathematics and Statistics,doi.org/10.1007/978-0-387-79054-1,https://link.springer.com/content/pdf/10.1007%2F978-0-387-79054-1
The Elements of Statistical Learning,Mathematics and Statistics,doi.org/10.1007/978-0-387-84858-7,https://link.springer.com/content/pdf/10.1007%2F978-0-387-84858-7
Introductory Time Series with R,Mathematics and Statistics,doi.org/10.1007/978-0-387-88698-5,https://link.springer.com/content/pdf/10.1007%2F978-0-387-88698-5
A Beginner's Guide to R,Mathematics and Statistics,doi.org/10.1007/978-0-387-93837-0,https://link.springer.com/content/pdf/10.1007%2F978-0-387-93837-0
Introduction to Partial Differential Equations,Mathematics and Statistics,doi.org/10.1007/978-3-319-48936-0,https://link.springer.com/content/pdf/10.1007%2F978-3-319-48936-0
Introduction to Partial Differential Equations,Mathematics and Statistics,doi.org/10.1007/978-3-319-02099-0,https://link.springer.com/content/pdf/10.1007%2F978-3-319-02099-0
Methods of Mathematical Modelling,Mathematics and Statistics,doi.org/10.1007/978-3-319-23042-9,https://link.springer.com/content/pdf/10.1007%2F978-3-319-23042-9
Classical Fourier Analysis,Mathematics and Statistics,doi.org/10.1007/978-1-4939-1194-3,https://link.springer.com/content/pdf/10.1007%2F978-1-4939-1194-3
Quantum Theory for Mathematicians,Mathematics and Statistics,doi.org/10.1007/978-1-4614-7116-5,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-7116-5
Design and Analysis of Experiments,Mathematics and Statistics,doi.org/10.1007/978-3-319-52250-0,https://link.springer.com/content/pdf/10.1007%2F978-3-319-52250-0
Applied Multivariate Statistical Analysis,Mathematics and Statistics,doi.org/10.1007/978-3-662-45171-7,https://link.springer.com/content/pdf/10.1007%2F978-3-662-45171-7
Probability,Mathematics and Statistics,doi.org/10.1007/978-1-4612-4374-8,https://link.springer.com/content/pdf/10.1007%2F978-1-4612-4374-8
Modeling Life,Mathematics and Statistics,doi.org/10.1007/978-3-319-59731-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-59731-7
A Primer on Scientific Programming with Python,Mathematics and Statistics,doi.org/10.1007/978-3-662-49887-3,https://link.springer.com/content/pdf/10.1007%2F978-3-662-49887-3
Statistical Analysis and Data Display,Mathematics and Statistics,doi.org/10.1007/978-1-4939-2122-5,https://link.springer.com/content/pdf/10.1007%2F978-1-4939-2122-5
Elementary Analysis,Mathematics and Statistics,doi.org/10.1007/978-1-4614-6271-2,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-6271-2
Probability Theory,Mathematics and Statistics,doi.org/10.1007/978-1-4471-5201-9,https://link.springer.com/content/pdf/10.1007%2F978-1-4471-5201-9
Statistics and Data Analysis for Financial Engineering,Mathematics and Statistics,doi.org/10.1007/978-1-4939-2614-5,https://link.springer.com/content/pdf/10.1007%2F978-1-4939-2614-5
Differential Equations and Their Applications,Mathematics and Statistics,doi.org/10.1007/978-1-4612-4360-1,https://link.springer.com/content/pdf/10.1007%2F978-1-4612-4360-1
Partial Differential Equations,Mathematics and Statistics,doi.org/10.1007/978-1-4614-4809-9,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-4809-9
Bayesian and Frequentist Regression Methods,Mathematics and Statistics,doi.org/10.1007/978-1-4419-0925-1,https://link.springer.com/content/pdf/10.1007%2F978-1-4419-0925-1
Introduction to Time Series and Forecasting,Mathematics and Statistics,doi.org/10.1007/978-3-319-29854-2,https://link.springer.com/content/pdf/10.1007%2F978-3-319-29854-2
Introduction to Smooth Manifolds,Mathematics and Statistics,doi.org/10.1007/978-1-4419-9982-5,https://link.springer.com/content/pdf/10.1007%2F978-1-4419-9982-5
Multivariate Calculus and Geometry,Mathematics and Statistics,doi.org/10.1007/978-1-4471-6419-7,https://link.springer.com/content/pdf/10.1007%2F978-1-4471-6419-7
Representation Theory,Mathematics and Statistics,doi.org/10.1007/978-1-4612-0979-9,https://link.springer.com/content/pdf/10.1007%2F978-1-4612-0979-9
Linear Algebra Done Right,Mathematics and Statistics,doi.org/10.1007/978-3-319-11080-6,https://link.springer.com/content/pdf/10.1007%2F978-3-319-11080-6
Linear Algebra,Mathematics and Statistics,doi.org/10.1007/978-3-319-24346-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-24346-7
Algebra,Mathematics and Statistics,doi.org/10.1007/978-1-4613-0041-0,https://link.springer.com/content/pdf/10.1007%2F978-1-4613-0041-0
Understanding Analysis,Mathematics and Statistics,doi.org/10.1007/978-1-4939-2712-8,https://link.springer.com/content/pdf/10.1007%2F978-1-4939-2712-8
Ordinary Differential Equations,Mathematics and Statistics,doi.org/10.1007/978-1-4614-3618-8,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-3618-8
Understanding Statistics Using R,Mathematics and Statistics,doi.org/10.1007/978-1-4614-6227-9,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-6227-9
Survival Analysis,Mathematics and Statistics,doi.org/10.1007/978-1-4419-6646-9,https://link.springer.com/content/pdf/10.1007%2F978-1-4419-6646-9
An Introduction to Statistical Learning,Mathematics and Statistics,doi.org/10.1007/978-1-4614-7138-7,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-7138-7
Statistical Learning from a Regression Perspective,Mathematics and Statistics,doi.org/10.1007/978-3-319-44048-4,https://link.springer.com/content/pdf/10.1007%2F978-3-319-44048-4
Applied Partial Differential Equations,Mathematics and Statistics,doi.org/10.1007/978-3-319-12493-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-12493-3
Regression Modeling Strategies,Mathematics and Statistics,doi.org/10.1007/978-3-319-19425-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-19425-7
Applied Quantitative Finance,Mathematics and Statistics,doi.org/10.1007/978-3-662-54486-0,https://link.springer.com/content/pdf/10.1007%2F978-3-662-54486-0
A Modern Introduction to Probability and Statistics,Mathematics and Statistics,doi.org/10.1007/1-84628-168-7,https://link.springer.com/content/pdf/10.1007%2F1-84628-168-7
Complex Analysis,Mathematics and Statistics,doi.org/10.1007/978-1-4419-7288-0,https://link.springer.com/content/pdf/10.1007%2F978-1-4419-7288-0
Calculus With Applications,Mathematics and Statistics,doi.org/10.1007/978-1-4614-7946-8,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-7946-8
Fundamentals of Clinical Trials,Mathematics and Statistics,doi.org/10.1007/978-3-319-18539-2,https://link.springer.com/content/pdf/10.1007%2F978-3-319-18539-2
Applied Predictive Modeling,Mathematics and Statistics,doi.org/10.1007/978-1-4614-6849-3,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-6849-3
Real Analysis,Mathematics and Statistics,doi.org/10.1007/978-1-4939-2766-1,https://link.springer.com/content/pdf/10.1007%2F978-1-4939-2766-1
Probability Theory,Mathematics and Statistics,doi.org/10.1007/978-1-4471-5361-0,https://link.springer.com/content/pdf/10.1007%2F978-1-4471-5361-0
Bayesian Essentials with R,Mathematics and Statistics,doi.org/10.1007/978-1-4614-8687-9,https://link.springer.com/content/pdf/10.1007%2F978-1-4614-8687-9
Abstract Algebra,Mathematics and Statistics,doi.org/10.1007/978-3-319-77649-1,https://link.springer.com/content/pdf/10.1007%2F978-3-319-77649-1
Applied Linear Algebra,Mathematics and Statistics,doi.org/10.1007/978-3-319-91041-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-91041-3
Proofs from THE BOOK,Mathematics and Statistics,doi.org/10.1007/978-3-662-57265-8,https://link.springer.com/content/pdf/10.1007%2F978-3-662-57265-8
A Pythagorean Introduction to Number Theory,Mathematics and Statistics,doi.org/10.1007/978-3-030-02604-2,https://link.springer.com/content/pdf/10.1007%2F978-3-030-02604-2
Primer on the Rheumatic Diseases,Medicine,doi.org/10.1007/978-0-387-68566-3,https://link.springer.com/content/pdf/10.1007%2F978-0-387-68566-3
Evidence-Based Critical Care,Medicine,doi.org/10.1007/978-3-319-43341-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-43341-7
Biomedical Informatics,Medicine,doi.org/10.1007/978-1-4471-4474-8,https://link.springer.com/content/pdf/10.1007%2F978-1-4471-4474-8
Cardiovascular Biomechanics,Medicine,doi.org/10.1007/978-3-319-46407-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-46407-7
Evolutionary Thinking in Medicine,Medicine,doi.org/10.1007/978-3-319-29716-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-29716-3
The ASCRS Textbook of Colon and Rectal Surgery,Medicine,doi.org/10.1007/978-3-319-25970-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-25970-3
Breast Cancer,Medicine,doi.org/10.1007/978-3-319-48848-6,https://link.springer.com/content/pdf/10.1007%2F978-3-319-48848-6
Spine Surgery,Medicine,doi.org/10.1007/978-3-319-98875-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-98875-7
Essential Astrophysics,Physics and Astronomy,doi.org/10.1007/978-3-642-35963-7,https://link.springer.com/content/pdf/10.1007%2F978-3-642-35963-7
Data Analysis,Physics and Astronomy,doi.org/10.1007/978-3-319-03762-2,https://link.springer.com/content/pdf/10.1007%2F978-3-319-03762-2
Mechanics and Thermodynamics,Physics and Astronomy,doi.org/10.1007/978-3-319-27877-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-27877-3
Particles and Nuclei,Physics and Astronomy,doi.org/10.1007/978-3-662-46321-5,https://link.springer.com/content/pdf/10.1007%2F978-3-662-46321-5
Cosmology for the Curious,Physics and Astronomy,doi.org/10.1007/978-3-319-57040-2,https://link.springer.com/content/pdf/10.1007%2F978-3-319-57040-2
Principles of Physics,Physics and Astronomy,doi.org/10.1007/978-3-642-23026-4,https://link.springer.com/content/pdf/10.1007%2F978-3-642-23026-4
Extragalactic Astronomy and Cosmology,Physics and Astronomy,doi.org/10.1007/978-3-642-54083-7,https://link.springer.com/content/pdf/10.1007%2F978-3-642-54083-7
Computational Physics,Physics and Astronomy,doi.org/10.1007/978-3-319-61088-7,https://link.springer.com/content/pdf/10.1007%2F978-3-319-61088-7
Intermediate Physics for Medicine and Biology,Physics and Astronomy,doi.org/10.1007/978-3-319-12682-1,https://link.springer.com/content/pdf/10.1007%2F978-3-319-12682-1
Fundamental Astronomy,Physics and Astronomy,doi.org/10.1007/978-3-662-53045-0,https://link.springer.com/content/pdf/10.1007%2F978-3-662-53045-0
Elementary Mechanics Using Python,Physics and Astronomy,doi.org/10.1007/978-3-319-19596-4,https://link.springer.com/content/pdf/10.1007%2F978-3-319-19596-4
Introduction to Plasma Physics and Controlled Fusion,Physics and Astronomy,doi.org/10.1007/978-3-319-22309-4,https://link.springer.com/content/pdf/10.1007%2F978-3-319-22309-4
Fluid Dynamics,Physics and Astronomy,doi.org/10.1007/978-3-319-09351-2,https://link.springer.com/content/pdf/10.1007%2F978-3-319-09351-2
Basic Concepts in Computational Physics,Physics and Astronomy,doi.org/10.1007/978-3-319-27265-8,https://link.springer.com/content/pdf/10.1007%2F978-3-319-27265-8
Mathematical Physics,Physics and Astronomy,doi.org/10.1007/978-3-319-01195-0,https://link.springer.com/content/pdf/10.1007%2F978-3-319-01195-0
Statistics and Analysis of Scientific Data,Physics and Astronomy,doi.org/10.1007/978-1-4939-6572-4,https://link.springer.com/content/pdf/10.1007%2F978-1-4939-6572-4
Stellar Structure and Evolution,Physics and Astronomy,doi.org/10.1007/978-3-642-30304-3,https://link.springer.com/content/pdf/10.1007%2F978-3-642-30304-3
Computational Physics,Physics and Astronomy,doi.org/10.1007/978-3-319-00401-3,https://link.springer.com/content/pdf/10.1007%2F978-3-319-00401-3
